"key","ID","dataset","TL_mm","width_mm","height_mm","weight_g","gonads_g","pred.eggs","pred.age","age","class"
124,"32755","batch",305.16261603683233,54.19421404942527,105.89507164148092,1206,NA,5281,17.8203592120731,NA,7
125,"33631","batch",287.98622628091834,50.918061586700524,96.12197812274238,983.3333333333334,NA,4097,15.983589206965995,NA,6
126,"33632","batch",273.24087897175923,52.118983834859236,99.6883023753718,983.3333333333334,NA,3254,14.488810755062502,NA,6
127,"33633","batch",276.04731940478086,48.48528135045087,89.39524071593445,983.3333333333334,NA,3403,14.767836028328968,NA,6
128,"34751","batch",305.9810827188194,55.21065778164162,113.28487605352277,1208,NA,5343,17.91064492873531,NA,7
129,"34752","batch",306.48779542557895,51.611143315491255,113.18750085080185,1208,NA,5382,17.966672242106487,NA,7
130,"34753","batch",315.2970879115164,55.53212792928875,107.84335101572367,1208,NA,6093,18.95717469683059,NA,7
131,"34754","batch",314.79693275876343,57.770062241479,117.06893766247636,1208,NA,6051,18.900086831468236,NA,7
132,"34755","batch",302.84954512678087,51.37350025470766,112.92866240136755,1208,NA,5107,17.566608155082406,NA,7
133,"35791","batch",301.8529739100486,57.73692408745866,109.58696044826179,1378.888888888889,NA,5034,17.45791508820411,NA,7
134,"35792","batch",316.42709181271493,49.0373065447954,126.9467571737033,1378.888888888889,NA,6189,19.086540177823142,NA,7
135,"35793","batch",323.2867647912353,61.28987439632082,100.92254985383752,1378.888888888889,NA,6799,19.883594431593334,NA,7
136,"35794","batch",315.3542181365192,48.738877391649275,103.17448270326116,1378.888888888889,NA,6098,18.963702220834882,NA,7
137,"35795","batch",314.4616179522127,55.491263899456555,101.45789004398917,1378.888888888889,NA,6023,18.861872389370927,NA,7
138,"35796","batch",313.6246653739363,53.971366156926024,111.61210675461221,1378.888888888889,NA,5953,18.766692392478898,NA,7
139,"35797","batch",324.6422853730619,55.55464740322942,127.15314775154518,1378.888888888889,NA,6924,20.043540163125947,NA,7
140,"35798","batch",313.1834037359804,56.6877601350723,122.69532002118864,1378.888888888889,NA,5916,18.716628027200585,NA,7
141,"35799","batch",317.3869138881564,47.16220253008909,115.5024183771243,1378.888888888889,NA,6272,19.196846371319317,NA,7
142,"36771","batch",315.43698922358453,65.3226153926818,117.57137237211278,1225.7142857142858,NA,6105,18.973161817908252,NA,7
143,"36772","batch",306.7328482661396,46.4644590908461,106.62878204977527,1225.7142857142858,NA,5401,17.9938039693413,NA,7
144,"36773","batch",307.19598224014044,52.988942071186116,111.07954254133051,1225.7142857142858,NA,5436,18.045145794158657,NA,7
145,"36774","batch",318.5034309606999,51.62392544822165,115.14751481650647,1225.7142857142858,NA,6369,19.325653878056727,NA,7
146,"36775","batch",311.86169995367527,52.32935145392355,104.50905773883062,1225.7142857142858,NA,5807,18.567150668973852,NA,7
147,"36776","batch",305.20304244197905,69.21044380193068,105.01421380830763,1225.7142857142858,NA,5284,17.82481254365061,NA,7
148,"36777","batch",318.9207584708929,58.42774608292967,111.62441769879459,1225.7142857142858,NA,6406,19.373936125449138,NA,7
149,"37741","batch",303.51970336958766,47.781022409227234,116.19578420541167,1175,NA,5157,17.639914167878644,NA,7
150,"37742","batch",321.7490787766874,49.39357589517449,106.46750242449811,1175,NA,6658,19.70314257432449,NA,7
151,"37743","batch",315.7514793202281,60.47514803033847,97.25496959318913,1175,NA,6131,19.009129924885286,NA,7
152,"37744","batch",314.3718289323151,57.18709863560383,116.28994950581102,1175,NA,6015,18.851647457906424,NA,7
153,"38631","batch",267.1100886336062,45.3590353569891,87.03310276976278,1083.3333333333333,NA,2946,13.887824089276265,NA,6
154,"38632","batch",273.2034408270847,43.65445852674843,91.52922885936907,1083.3333333333333,NA,3252,14.4851053752604,NA,6
155,"38633","batch",275.521607658593,41.53223014209863,100.68043959813191,1083.3333333333333,NA,3375,14.715377504992741,NA,6
156,"39731","batch",305.3407926671207,49.24039576957629,101.96809260296531,1190,NA,5294,17.839991750131393,NA,7
157,"39732","batch",313.71113446727395,63.661823487198625,108.0837241531059,1190,NA,5960,18.776512379446288,NA,7
158,"39733","batch",302.8066178970039,51.185604986770564,116.68469202370964,1190,NA,5104,17.561918385196226,NA,7
159,"40811","batch",332.66614238359034,52.893916038201596,122.28068898538044,1390,NA,7706,21.007518106078226,NA,8
160,"41621","batch",261.42227644263767,55.93106898997018,92.57067918844751,1055,NA,2681,13.340442543790079,NA,6
161,"41622","batch",264.954733567778,48.65847923426042,90.03804848691726,1055,NA,2844,13.679264464269288,NA,6
162,"42741","batch",322.482258470729,57.61462778252022,106.07180263552068,1607.5,NA,6725,19.789052945482375,NA,7
