"key","ID","dataset","TL_mm","width_mm","est_width_mm","weight_g","gonads_g","pred.eggs","age","class"
60,"18682","batch",253.64272830402479,NA,45.05131132687309,875,NA,2349,NA,6
61,"18683","batch",261.3699545515701,NA,46.703722742225835,875,NA,2679,NA,6
62,"18684","batch",260.10005000955425,NA,46.43216284551621,875,NA,2622,NA,6
63,"18685","batch",277.27207085024565,NA,50.10427523783131,875,NA,3470,NA,6
64,"18686","batch",281.6145642553456,NA,51.0328860282764,875,NA,3714,NA,6
65,"18687","batch",279.4332171098795,NA,50.56642072642758,875,NA,3590,NA,6
66,"18688","batch",292.72175562614575,NA,53.40807852628925,875,NA,4400,NA,6
67,"19641","batch",261.2995269827079,NA,46.68866231627022,865,NA,2676,NA,6
68,"19642","batch",285.621072540991,NA,51.88964883226559,865,NA,3952,NA,6
69,"19643","batch",284.52981519070454,NA,51.65629134473586,865,NA,3886,NA,6
70,"19644","batch",272.9237355624791,NA,49.174415203052455,865,NA,3238,NA,6
71,"20741","batch",308.69950504787266,NA,56.824804617943954,1265,NA,5554,NA,7
72,"20742","batch",302.6054384019226,NA,55.521632565114885,1265,NA,5089,NA,7
73,"20743","batch",311.88937648944557,NA,57.50693554237978,1265,NA,5810,NA,7
74,"20744","batch",312.5780328605324,NA,57.65419972390943,1265,NA,5866,NA,7
75,"21751","batch",321.5284816585481,NA,59.56818842989169,1320,NA,6638,NA,7
76,"21752","batch",301.26832612231374,NA,55.23570078006642,1320,NA,4992,NA,7
77,"21753","batch",318.03681055642664,NA,58.82151983200566,1320,NA,6328,NA,7
78,"21754","batch",309.5900731123984,NA,57.0152461539917,1320,NA,5624,NA,7
79,"21755","batch",321.5921958684921,NA,59.58181325262353,1320,NA,6644,NA,7
80,"22751","batch",319.2349756807089,NA,59.07773877337165,1126,NA,6433,NA,7
81,"22752","batch",319.1173023264855,NA,59.0525751781083,1126,NA,6423,NA,7
82,"22753","batch",309.82972565479577,NA,57.06649411594978,1126,NA,5644,NA,7
83,"22754","batch",309.529873367399,NA,57.00237287415601,1126,NA,5620,NA,7
84,"22755","batch",305.4319184217602,NA,56.12605486367639,1126,NA,5301,NA,7
85,"23741","batch",318.61722128652036,NA,58.945636466523084,1062.5,NA,6379,NA,7
86,"23742","batch",312.98362291790545,NA,57.74093222264658,1062.5,NA,5900,NA,7
