"key","ID","dataset","TL_mm","width_mm","est_width_mm","weight_g","gonads_g","pred.eggs","age","class"
87,"23743","batch",317.7868742123246,NA,58.768072753471245,1062.5,NA,6306,NA,7
88,"23744","batch",313.0818615499884,NA,57.761939843218585,1062.5,NA,5908,NA,7
89,"24651","batch",264.560275407508,NA,47.38594977067144,956,NA,2825,NA,6
90,"24652","batch",255.47023996757343,NA,45.442111471426564,956,NA,2424,NA,6
91,"24653","batch",270.172227605246,NA,48.58602513754735,956,NA,3097,NA,6
92,"24654","batch",282.9305464550853,NA,51.314299298651605,956,NA,3791,NA,6
93,"24655","batch",294.1827765002381,NA,53.72050726760969,956,NA,4497,NA,6
94,"25631","batch",280.6396272080019,NA,50.824402795784955,980,NA,3658,NA,6
95,"25632","batch",283.3549942811951,NA,51.40506439476981,980,NA,3816,NA,6
96,"25633","batch",293.4941565163899,NA,53.5732508672277,980,NA,4452,NA,6
97,"26751","batch",319.7204001080245,NA,59.18154327440358,1278,NA,6476,NA,7
98,"26752","batch",305.26518198288977,NA,56.09039948280382,1278,NA,5288,NA,7
99,"26753","batch",306.36989684961736,NA,56.326634762839845,1278,NA,5373,NA,7
100,"26754","batch",305.40134797245264,NA,56.11951759431349,1278,NA,5299,NA,7
101,"26755","batch",314.4182625301182,NA,58.04771952202074,1278,NA,6019,NA,7
102,"27751","batch",320.508093342185,NA,59.349985772426265,1272,NA,6546,NA,7
103,"27752","batch",312.17301457747817,NA,57.567589494972765,1272,NA,5833,NA,7
104,"27753","batch",304.1822542026639,NA,55.85882321355504,1272,NA,5207,NA,7
105,"27754","batch",302.5952878501266,NA,55.519461943067284,1272,NA,5089,NA,7
106,"27755","batch",301.76877877674997,NA,55.3427189587171,1272,NA,5028,NA,7
107,"28621","batch",263.81840655277483,NA,47.22730648458347,1005,NA,2790,NA,6
108,"28622","batch",290.3642038349062,NA,52.903933136037864,1005,NA,4247,NA,6
109,"29641","batch",286.54989955271594,NA,52.08827176731293,980,NA,4008,NA,6
110,"29642","batch",266.71560328640044,NA,47.846851040650584,980,NA,2927,NA,6
111,"29643","batch",279.817512227688,NA,50.6485994564386,980,NA,3612,NA,6
112,"29644","batch",261.39838613104075,NA,46.709802629751934,980,NA,2680,NA,6
113,"30721","batch",318.6332113649696,NA,58.94905582908807,1235,NA,6380,NA,7
114,"30722","batch",323.89606080017984,NA,60.07447809646203,1235,NA,6855,NA,7
115,"31751","batch",316.23953782208264,NA,58.43718606364011,1294,NA,6173,NA,7
116,"31752","batch",306.6808442119509,NA,56.39312860611989,1294,NA,5397,NA,7
117,"31753","batch",323.606690261513,NA,60.01259830078351,1294,NA,6828,NA,7
118,"31754","batch",303.35155585967004,NA,55.681184384212656,1294,NA,5145,NA,7
119,"31755","batch",318.79986974038184,NA,58.984694516655,1294,NA,6395,NA,7
120,"32751","batch",302.52466010674834,NA,55.50435871123996,1206,NA,5084,NA,7
121,"32752","batch",316.07992031238973,NA,58.40305301425637,1206,NA,6159,NA,7
122,"32753","batch",307.323470517993,NA,56.53054959133398,1206,NA,5446,NA,7
123,"32754","batch",313.2325604688376,NA,57.79416571648933,1206,NA,5920,NA,7
124,"32755","batch",302.1096735280007,NA,55.41561683440432,1206,NA,5053,NA,7
